class_label,class_name,support_true,precision,recall,f1,TP,FP,FN
1,intentional,13291,0.6871654772524531,0.9273192385824994,0.7893809844045218,12325,5611,966
-1,unintentional,14965,0.9063953488372093,0.6250584697627798,0.7398853074945619,9354,966,5611
