feature,importance
h7_gain_direction,0.14133993782225296
stat_new_value_encoded,0.10951580715034265
h6_column_importance,0.09252940560894002
h5_error_count,0.08793769820552262
h1_plausible,0.08143224527620012
h3_distribution_score,0.07411400930720882
cell_signal_ratio,0.03780456346355546
stat_change_direction,0.03676406483718513
h4_coherence_score,0.03322398600426128
h5_codependent_flag,0.03146270737393918
h2_is_obfuscation,0.031148585029002925
stat_feature_name_encoded,0.030094726032899463
cell_signal_sum,0.025817093593434905
h2_min_edit_distance,0.02004182509156023
stat_relative_change,0.01795967850564214
stat_original_magnitude,0.01779101598665565
stat_change_magnitude,0.015003662057809604
stat_original_value_encoded,0.013937396176646298
stat_new_magnitude,0.01222621304193693
stat_original_log,0.012051868304561677
stat_new_log,0.010663228790811769
signal_C16,0.008793678620334689
h7_mutability,0.006171733145091365
h8_is_majority_value,0.006119658175291329
h7_comprehensibility,0.005296502117776217
row_signal_sum,0.005235925770025202
signal_C8,0.004568891733462942
signal_C18,0.004282992397830305
signal_C15,0.004127056418562662
n_applicable,0.003855711979203585
h8_is_sensitive,0.003696777812658413
signal_C9,0.003585522540043848
signal_C1,0.0030667728285569736
signal_C14,0.002464157590063769
signal_C5,0.0018793363504759747
signal_C3,0.001701893224255214
signal_C28,0.0010547080294552422
signal_C27,0.0007649999299379961
signal_C19,0.0001989780519749568
signal_C25,0.00010964007808848263
signal_C26,0.00010043216687561965
signal_C12,2.74376571376552e-05
signal_C29,2.181740185091902e-05
signal_C30,1.5658320676785817e-05
signal_C17,4.1734244266066903e-19
signal_C22,0.0
signal_C23,0.0
signal_C24,0.0
signal_C21,0.0
signal_C10,0.0
signal_C6,0.0
signal_C4,0.0
signal_C7,0.0
signal_C2,0.0
signal_C20,0.0
signal_C11,0.0
signal_C13,0.0
signal_C31,0.0
