fold,accuracy,precision,recall,f1,auc
1,0.9451476793248945,0.9215686274509803,0.8392857142857143,0.8785046728971962,0.985891870560379
2,0.9535864978902954,0.8709677419354839,0.9473684210526315,0.907563025210084,0.9792884990253411
3,0.9704641350210971,0.9032258064516129,0.9824561403508771,0.9411764705882353,0.9912280701754386
4,0.9282700421940928,0.803030303030303,0.9298245614035088,0.8617886178861789,0.9645711500974659
5,0.9745762711864406,0.9464285714285714,0.9464285714285714,0.9464285714285714,0.9964285714285714
