method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,eps,min_samples,n_clusters,noise_count,silhouette
LabelPropagation,0.8592,0.8067,0.7469,0.7756,0.8577,0.8302,0.02,105,994,9.55,dbscan,0.617,5,21,89,0.7245
