column,n_changed,true_positives,false_negatives,accuracy,recall
friends_count,273,37,236,0.13553113553113552,0.13553113553113552
favourites_count,1,0,1,0.0,0.0
listed_count,121,9,112,0.0743801652892562,0.0743801652892562
has_created_date,8,2,6,0.25,0.25
description_length,712,13,699,0.018258426966292134,0.018258426966292134
screen_name_length,4,0,4,0.0,0.0
name_length,804,32,772,0.03980099502487562,0.03980099502487562
has_description,1,0,1,0.0,0.0
has_location,7,2,5,0.2857142857142857,0.2857142857142857
