class_label,class_name,support_true,precision,recall,f1,TP,FP,FN
1,intentional,13291,0.6657481983891479,0.4726506658641186,0.5528226338716065,6282,3154,7009
-1,unintentional,14965,0.627577045696068,0.7892415636485132,0.699186029302945,11811,7009,3154
