class_label,class_name,support_true,precision,recall,f1,TP,FP,FN
1,intentional,13291,0.699939135727328,0.4326235798660748,0.5347344926997117,5750,2465,7541
-1,unintentional,14965,0.6237213711890625,0.835282325425994,0.7141632862937782,12500,7541,2465
