class_label,class_name,support_true,precision,recall,f1,TP,FP,FN
1,intentional,13291,0.6627846521784341,0.9591452862839516,0.7838893159108378,12748,6486,543
-1,unintentional,14965,0.9398137885169585,0.5665887069829603,0.7069662733980906,8479,543,6486
