method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,n_clusters,linkage,noise_count,silhouette
KNN_k7,0.943,0.8801,0.9576,0.9172,0.9435,0.9467,1.78,141,11520,1.21,hierarchical_average,15,average,0,0.3443
