method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,n_clusters,linkage,noise_count,silhouette
RandomForest,0.9688,0.9529,0.9524,0.9526,0.9687,0.9646,1.78,141,11520,1.21,hierarchical_average,15,average,0,0.3443
