class_label,class_name,support_true,precision,recall,f1,TP,FP,FN
1,intentional,13291,0.6667412462244099,0.4484237453916184,0.5362123256860098,5960,2979,7331
-1,unintentional,14965,0.6204897240772377,0.8009355162044771,0.6992590864010267,11986,7331,2979
