method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,n_components,bic,aic,converged,noise_count,silhouette
ClusterMajorityVote,0.9035,0.8533,0.8533,0.8533,0.9035,0.8907,0.41,117,11544,1.0,gmm,15,-1063258.53,-1074849.47,True,0,0.4622
