row_idx,column_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,stat_change_magnitude,stat_relative_change,stat_change_direction,stat_original_magnitude,stat_new_magnitude,stat_original_log,stat_new_log,stat_feature_name_encoded,stat_original_value_encoded,stat_new_value_encoded,intent_label,predicted_intent
1151,followers_count,0,,,0.9509922096633139,0.9997750267333386,1,0,1.0,1.0,0.5,1.0,0,0,3673.0,0.9997278170930866,-1.0,3673.0,0.0,8.20903626577507,0.0,0.0,1865.0,0.0,-1,-1.0
1159,followers_count,0,,,0.9509922096633139,0.9998497263103207,1,0,1.0,1.0,0.5,1.0,0,0,532.0,0.99812382739212,-1.0,532.0,0.0,6.278521424165844,0.0,0.0,2420.0,0.0,-1,-1.0
1168,followers_count,0,,,0.9509922096633139,0.9999645750269589,3,1,1.0,1.0,0.5,1.0,0,0,177.0,0.9943820224719101,-1.0,177.0,0.0,5.181783550292085,0.0,0.0,829.0,0.0,-1,-1.0
1183,followers_count,0,,,0.9509922096633139,0.9999992384425829,1,0,1.0,1.0,0.5,1.0,0,0,3.0,0.75,-1.0,3.0,0.0,1.3862943611198906,0.0,0.0,1543.0,0.0,-1,-1.0
1291,followers_count,0,,,0.9509922096633139,0.9870807809691927,1,0,1.0,1.0,0.5,1.0,0,0,316.0,0.9968454258675079,-1.0,316.0,0.0,5.75890177387728,0.0,0.0,1632.0,0.0,-1,-1.0
1294,followers_count,0,,,0.9509922096633139,0.9998986459134181,1,0,1.0,1.0,0.5,1.0,0,0,468.0,0.997867803837953,-1.0,468.0,0.0,6.150602768446279,0.0,0.0,2230.0,0.0,-1,-1.0
1297,followers_count,1,,,0.9509927675808356,0.9999995397180446,2,1,1.0,1.0,0.5,1.0,0,0,7.0,0.4375,-1.0,15.0,8.0,2.772588722239781,2.1972245773362196,0.0,590.0,2988.0,1,1.0
1421,followers_count,0,,,0.9509922096633139,0.9967946801501354,1,0,1.0,1.0,0.5,1.0,0,0,1308.0,0.9992360580595875,-1.0,1308.0,0.0,7.1770187659099,0.0,0.0,390.0,0.0,-1,-1.0
1441,followers_count,1,,,0.9572077595536383,0.9665509755496586,1,0,1.0,1.0,0.5,1.0,0,0,237156.0,0.7268436505844638,-1.0,326281.0,89125.0,12.695517317100279,11.397806377850005,0.0,1681.0,3169.0,-1,-1.0
1448,followers_count,1,,,0.9509927675808356,0.9999914722306806,2,1,1.0,1.0,0.5,1.0,0,0,10.0,0.5263157894736842,-1.0,18.0,8.0,2.9444389791664403,2.1972245773362196,0.0,855.0,2988.0,1,1.0
1461,followers_count,0,,,0.9509922096633139,0.9951792202024613,1,0,1.0,1.0,0.5,1.0,0,0,394.0,0.9974683544303797,-1.0,394.0,0.0,5.978885764901122,0.0,0.0,1979.0,0.0,-1,-1.0
1474,followers_count,0,,,0.9509922096633139,0.9998691167337878,1,0,1.0,1.0,0.5,1.0,0,0,542.0,0.998158379373849,-1.0,542.0,0.0,6.297109319933935,0.0,0.0,2446.0,0.0,-1,-1.0
1498,followers_count,0,,,0.9509922096633139,0.9989656878648483,1,0,1.0,1.0,0.5,1.0,0,0,507.0,0.9980314960629921,-1.0,507.0,0.0,6.230481447578482,0.0,0.0,2352.0,0.0,-1,-1.0
1500,followers_count,0,,,0.9509922096633139,0.9999720441477808,1,0,1.0,1.0,0.5,1.0,0,0,50.0,0.9803921568627451,-1.0,50.0,0.0,3.9318256327243257,0.0,0.0,2330.0,0.0,-1,-1.0
1536,followers_count,1,,,0.9509927675808356,0.9999977236965114,2,1,1.0,1.0,0.5,1.0,0,0,5.0,0.35714285714285715,-1.0,13.0,8.0,2.6390573296152584,2.1972245773362196,0.0,378.0,2988.0,1,1.0
1554,followers_count,0,,,0.9509922096633139,0.9987352414272989,1,0,1.0,1.0,0.5,1.0,0,0,1352.0,0.9992609016999261,-1.0,1352.0,0.0,7.210079628170788,0.0,0.0,445.0,0.0,-1,-1.0
1560,followers_count,0,,,0.9509922096633139,0.9993439894196204,1,0,1.0,1.0,0.5,1.0,0,0,715.0,0.9986033519553073,-1.0,715.0,0.0,6.573680166960646,0.0,0.0,2831.0,0.0,-1,-1.0
1587,followers_count,0,,,0.9509922096633139,0.9997766000607499,1,0,1.0,1.0,0.5,1.0,0,0,256.0,0.9961089494163424,-1.0,256.0,0.0,5.54907608489522,0.0,0.0,1324.0,0.0,-1,-1.0
1635,followers_count,0,,,0.9509922096633139,0.999602077880783,1,0,1.0,1.0,0.5,1.0,0,0,1275.0,0.9992163009404389,-1.0,1275.0,0.0,7.151485463904735,0.0,0.0,357.0,0.0,-1,-1.0
