row_idx,column_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,stat_change_magnitude,stat_relative_change,stat_change_direction,stat_original_magnitude,stat_new_magnitude,stat_original_log,stat_new_log,stat_feature_name_encoded,stat_original_value_encoded,stat_new_value_encoded,intent_label,predicted_intent
576,statuses_count,1,,,0.9188582406082514,0.9738701003757073,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,1105.0,0.9928122192273136,-1.0,1112.0,7.0,7.014814351275545,2.0794415416798357,3.0,157.0,3061.0,1,
589,statuses_count,1,,,0.9188582406082514,0.9934040699950987,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,965.0,0.9917780061664954,-1.0,972.0,7.0,6.880384082186005,2.0794415416798357,3.0,3567.0,3061.0,1,1.0
598,statuses_count,1,,,0.9188582406082514,0.9936000857456159,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,382.0,0.9794871794871794,-1.0,389.0,7.0,5.966146739123692,2.0794415416798357,3.0,2116.0,3061.0,1,1.0
605,statuses_count,1,,,0.9652224448895035,0.7757927842049286,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,7695.0,0.28409510448202024,1.0,27085.0,34780.0,10.206772268215317,10.45682653965135,3.0,1550.0,1916.0,-1,
642,statuses_count,0,,,0.6084904469543311,0.0,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,3669.0,0.026563280554288568,1.0,138122.0,141791.0,11.835899871511314,11.862116473999215,3.0,490.0,535.0,-1,-1.0
656,statuses_count,1,,,0.9188582406082514,0.9749929906036697,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,6.0,0.42857142857142855,-1.0,13.0,7.0,2.6390573296152584,2.0794415416798357,3.0,396.0,3061.0,1,1.0
657,statuses_count,1,,,0.9188582406082514,0.9831306444912098,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,613.0,0.9871175523349437,-1.0,620.0,7.0,6.431331081933479,2.0794415416798357,3.0,2864.0,3061.0,1,1.0
695,statuses_count,0,,,0.9188349053998566,0.9556538366383638,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,4615.0,0.9997833622183708,-1.0,4615.0,0.0,8.437283808187935,0.0,3.0,2395.0,0.0,-1,-1.0
702,statuses_count,1,,,0.9188582406082514,0.9995551642559694,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,1070.0,0.9925788497217068,-1.0,1077.0,7.0,6.982862751468942,2.0794415416798357,3.0,105.0,3061.0,1,1.0
703,statuses_count,1,,,0.9188582406082514,0.9253352004351634,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,1428.0,0.9944289693593314,-1.0,1435.0,7.0,7.269616749608169,2.0794415416798357,3.0,562.0,3061.0,1,1.0
715,statuses_count,1,,,0.9188582406082514,0.9804566296252267,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,801.0,0.9901112484548825,-1.0,808.0,7.0,6.695798917058491,2.0794415416798357,3.0,3284.0,3061.0,1,1.0
732,statuses_count,0,,,0.9188349053998566,0.8456145946194885,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,656.0,0.9984779299847792,-1.0,656.0,0.0,6.48768401848461,0.0,3.0,2939.0,0.0,-1,-1.0
733,statuses_count,1,,,0.9188582406082514,0.9698943809134329,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,240.0,0.967741935483871,-1.0,247.0,7.0,5.5134287461649825,2.0794415416798357,3.0,1384.0,3061.0,1,1.0
750,statuses_count,0,,,0.9188349053998566,0.9473285676753288,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,782.0,0.9987228607918263,-1.0,782.0,0.0,6.663132695990803,0.0,3.0,3231.0,0.0,-1,-1.0
754,statuses_count,1,,,0.9188582406082514,0.9696121582359027,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,182.0,0.9578947368421052,-1.0,189.0,7.0,5.247024072160486,2.0794415416798357,3.0,978.0,3061.0,1,1.0
759,statuses_count,0,,,0.4846304943954227,0.43325165988695613,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,5859.0,0.033849833610648916,1.0,173087.0,178946.0,12.061555414671153,12.0948449515943,3.0,853.0,906.0,-1,-1.0
767,statuses_count,1,,,0.9188582406082514,0.9998523881388963,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,17.0,0.68,-1.0,24.0,7.0,3.2188758248682006,2.0794415416798357,3.0,1342.0,3061.0,1,1.0
807,statuses_count,1,,,0.9188582406082514,0.9932788599340541,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,258.0,0.9699248120300752,-1.0,265.0,7.0,5.583496308781699,2.0794415416798357,3.0,1515.0,3061.0,1,1.0
812,statuses_count,1,,,0.9188582406082514,0.9310302580519737,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,1856.0,0.9957081545064378,-1.0,1863.0,7.0,7.530479995245536,2.0794415416798357,3.0,962.0,3061.0,1,1.0
814,statuses_count,1,,,0.9188582406082514,0.885890230900743,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,406.0,0.9806763285024155,-1.0,413.0,7.0,6.025865973825314,2.0794415416798357,3.0,2217.0,3061.0,1,1.0
831,statuses_count,1,,,0.9959215783335887,0.7989208426213018,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,24277.0,18.74671814671815,1.0,1294.0,25571.0,7.166265974133638,10.149253281886617,3.0,391.0,1450.0,1,-1.0
856,statuses_count,1,,,0.9188582406082514,0.9984344742047985,3,1,0.3232492372862846,1.0,0.5,1.0,0,0,260.0,0.9701492537313433,-1.0,267.0,7.0,5.5909869805108565,2.0794415416798357,3.0,1532.0,3061.0,1,1.0
868,statuses_count,1,,,0.9188582406082514,0.9969297532954715,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,19.0,0.7037037037037037,-1.0,26.0,7.0,3.295836866004329,2.0794415416798357,3.0,1476.0,3061.0,1,1.0
890,statuses_count,1,,,0.9508679581254432,0.8662822553347279,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,5936.0,0.1790594552200537,1.0,33150.0,39086.0,10.408828161071545,10.57354520987104,3.0,1840.0,2124.0,-1,-1.0
948,statuses_count,1,,,0.9188582406082514,0.9000173660630131,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,85.0,0.9139784946236559,-1.0,92.0,7.0,4.532599493153256,2.0794415416798357,3.0,3486.0,3061.0,1,1.0
986,statuses_count,1,,,0.9188582406082514,0.9876626086495945,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,194.0,0.9603960396039604,-1.0,201.0,7.0,5.308267697401205,2.0794415416798357,3.0,1078.0,3061.0,1,1.0
991,statuses_count,1,,,0.9188582406082514,0.9357770394716394,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,157.0,0.9515151515151515,-1.0,164.0,7.0,5.10594547390058,2.0794415416798357,3.0,763.0,3061.0,1,1.0
1041,statuses_count,1,,,0.9188582406082514,0.9200719775177065,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,23.0,0.7419354838709677,-1.0,30.0,7.0,3.4339872044851463,2.0794415416798357,3.0,1685.0,3061.0,1,1.0
1051,statuses_count,1,,,0.9188582406082514,0.9995805662971078,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,13.0,0.6190476190476191,-1.0,20.0,7.0,3.044522437723423,2.0794415416798357,3.0,1070.0,3061.0,1,1.0
1060,statuses_count,0,,,0.9188349053998566,0.7117504381895445,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,4013.0,0.9997508719481814,-1.0,4013.0,0.0,8.297543529356284,0.0,3.0,2169.0,0.0,-1,-1.0
1076,statuses_count,1,,,0.9188582406082514,0.9655496317983993,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,12.0,0.6,-1.0,19.0,7.0,2.995732273553991,2.0794415416798357,3.0,987.0,3061.0,1,1.0
1078,statuses_count,0,,,0.9188349053998566,0.7461454019392133,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,8557.0,0.9998831502687544,-1.0,8557.0,0.0,9.054621796976763,0.0,3.0,3364.0,0.0,-1,-1.0
1105,statuses_count,1,,,0.9188582406082514,0.797612137462492,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,309.0,0.9747634069400631,-1.0,316.0,7.0,5.75890177387728,2.0794415416798357,3.0,1765.0,3061.0,1,1.0
1108,statuses_count,0,,,0.9188349053998566,0.9817957372269738,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,1109.0,0.9990990990990991,-1.0,1109.0,0.0,7.01211529430638,0.0,3.0,151.0,0.0,-1,-1.0
1109,statuses_count,0,,,0.9188349053998566,0.8375869495715245,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,794.0,0.9987421383647799,-1.0,794.0,0.0,6.678342114654332,0.0,3.0,3256.0,0.0,-1,-1.0
1112,statuses_count,1,,,0.9188582406082514,0.953394255073474,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,205.0,0.9624413145539906,-1.0,212.0,7.0,5.3612921657094255,2.0794415416798357,3.0,1168.0,3061.0,1,1.0
1114,statuses_count,1,,,0.9188582406082514,0.5076978418851446,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,230.0,0.9663865546218487,-1.0,237.0,7.0,5.472270673671475,2.0794415416798357,3.0,1330.0,3061.0,1,1.0
1120,statuses_count,1,,,0.9188582406082514,0.9845871615271953,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,1260.0,0.9936908517350158,-1.0,1267.0,7.0,7.145196134997171,2.0794415416798357,3.0,356.0,3061.0,1,1.0
1130,statuses_count,1,,,0.9188582406082514,0.9996463715847813,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,163.0,0.9532163742690059,-1.0,170.0,7.0,5.14166355650266,2.0794415416798357,3.0,823.0,3061.0,1,1.0
1142,statuses_count,0,,,0.9188349053998566,0.9995233617005282,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,291.0,0.9965753424657534,-1.0,291.0,0.0,5.676753802268282,0.0,3.0,1648.0,0.0,-1,-1.0
1148,statuses_count,1,,,0.9188582406082514,0.998770101173541,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,26.0,0.7647058823529411,-1.0,33.0,7.0,3.5263605246161616,2.0794415416798357,3.0,1831.0,3061.0,1,1.0
1149,statuses_count,1,,,0.9188582406082514,0.9976830138224588,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,120.0,0.9375,-1.0,127.0,7.0,4.852030263919617,2.0794415416798357,3.0,361.0,3061.0,1,1.0
1168,statuses_count,1,,,0.9188582406082514,0.9869855542460226,3,1,0.3232492372862846,1.0,0.5,1.0,0,0,2434.0,0.9967239967239967,-1.0,2441.0,7.0,7.80057265467065,2.0794415416798357,3.0,1370.0,3061.0,1,1.0
1190,statuses_count,1,,,0.9982050951550893,0.7886400165227505,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,24277.0,39.7983606557377,1.0,609.0,24886.0,6.413458957167357,10.122100857763806,3.0,2838.0,1400.0,1,1.0
1205,statuses_count,1,,,0.9188582406082514,0.8914920810280218,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,1129.0,0.9929639401934917,-1.0,1136.0,7.0,7.036148493750536,2.0794415416798357,3.0,191.0,3061.0,1,1.0
1212,statuses_count,0,,,0.9188349053998566,0.9993699493733378,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,32.0,0.9696969696969697,-1.0,32.0,0.0,3.4965075614664802,0.0,3.0,1785.0,0.0,-1,-1.0
1217,statuses_count,1,,,0.9188582406082514,0.93460434524176,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,185.0,0.9585492227979274,-1.0,192.0,7.0,5.262690188904886,2.0794415416798357,3.0,1007.0,3061.0,1,1.0
1244,statuses_count,1,,,0.9188582406082514,0.9521421544630279,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,116.0,0.9354838709677419,-1.0,123.0,7.0,4.820281565605037,2.0794415416798357,3.0,303.0,3061.0,1,1.0
1246,statuses_count,1,,,0.9188582406082514,0.984249734413805,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,242.0,0.968,-1.0,249.0,7.0,5.521460917862246,2.0794415416798357,3.0,1402.0,3061.0,1,1.0
1247,statuses_count,1,,,0.9188582406082514,0.9844185479785361,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,65.0,0.8904109589041096,-1.0,72.0,7.0,4.290459441148391,2.0794415416798357,3.0,3111.0,3061.0,1,1.0
1268,statuses_count,1,,,0.9188582406082514,0.9580446287464568,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,442.0,0.9822222222222222,-1.0,449.0,7.0,6.1092475827643655,2.0794415416798357,3.0,2346.0,3061.0,1,1.0
1282,statuses_count,1,,,0.9188582406082514,0.9553750142340568,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,220.0,0.9649122807017544,-1.0,227.0,7.0,5.429345628954441,2.0794415416798357,3.0,1266.0,3061.0,1,1.0
1284,statuses_count,1,,,0.9188582406082514,0.9966055272428305,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,329.0,0.9762611275964391,-1.0,336.0,7.0,5.820082930352362,2.0794415416798357,3.0,1857.0,3061.0,1,1.0
1296,statuses_count,1,,,0.9871675415843034,0.7445138708402661,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,24277.0,6.191532772251977,1.0,3920.0,28197.0,8.27410200229233,10.247006332425306,3.0,2129.0,1603.0,1,1.0
1312,statuses_count,1,,,0.9188582406082514,0.8498515350717377,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,2499.0,0.9968089349820503,-1.0,2506.0,7.0,7.826842098158293,2.0794415416798357,3.0,1411.0,3061.0,1,1.0
1313,statuses_count,1,,,0.9188582406082514,0.9939891170055708,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,85.0,0.9139784946236559,-1.0,92.0,7.0,4.532599493153256,2.0794415416798357,3.0,3486.0,3061.0,1,1.0
1314,statuses_count,0,,,0.9188349053998566,0.9998563884603354,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,1.0,0.5,-1.0,1.0,0.0,0.6931471805599453,0.0,3.0,1.0,0.0,-1,-1.0
1332,statuses_count,0,,,0.9188349053998566,0.9775083927245916,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,3503.0,0.9997146118721462,-1.0,3503.0,0.0,8.161660452056282,0.0,3.0,1927.0,0.0,-1,-1.0
1368,statuses_count,0,,,0.9188349053998566,0.793255187367069,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,9496.0,0.9998947035906076,-1.0,9496.0,0.0,9.158731238242952,0.0,3.0,3536.0,0.0,-1,-1.0
1398,statuses_count,1,,,0.9188582406082514,0.9778802226023582,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,116.0,0.9354838709677419,-1.0,123.0,7.0,4.820281565605037,2.0794415416798357,3.0,303.0,3061.0,1,1.0
1408,statuses_count,0,,,0.9188349053998566,0.9557178417813897,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,1047.0,0.9990458015267175,-1.0,1047.0,0.0,6.954638864880987,0.0,3.0,67.0,0.0,-1,-1.0
1418,statuses_count,1,,,0.9188582406082514,0.99100247701912,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,11.0,0.5789473684210527,-1.0,18.0,7.0,2.9444389791664403,2.0794415416798357,3.0,916.0,3061.0,1,1.0
1419,statuses_count,1,,,0.9188582406082514,0.989909989234095,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,583.0,0.9864636209813875,-1.0,590.0,7.0,6.3818160174060985,2.0794415416798357,3.0,2794.0,3061.0,1,1.0
1449,statuses_count,1,,,0.9188582406082514,0.9657442474364127,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,1032.0,0.9923076923076923,-1.0,1039.0,7.0,6.946975992135418,2.0794415416798357,3.0,57.0,3061.0,1,1.0
1458,statuses_count,1,,,0.9188582406082514,0.9193627205265497,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,274.0,0.9716312056737588,-1.0,281.0,7.0,5.641907070938114,2.0794415416798357,3.0,1598.0,3061.0,1,1.0
1480,statuses_count,1,,,0.9188582406082514,0.9816369244658405,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,2733.0,0.9970813571689164,-1.0,2740.0,7.0,7.916078096302786,2.0794415416798357,3.0,1565.0,3061.0,1,1.0
1495,statuses_count,0,,,0.9188349053998566,0.9728630194534076,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,663.0,0.9984939759036144,-1.0,663.0,0.0,6.498282149476434,0.0,3.0,2960.0,0.0,-1,-1.0
1511,statuses_count,1,,,0.9188582406082514,0.9832142512092875,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,39.0,0.8297872340425532,-1.0,46.0,7.0,3.8501476017100584,2.0794415416798357,3.0,2383.0,3061.0,1,1.0
1575,statuses_count,0,,,0.9188349053998566,0.9988703092255911,3,1,0.3232492372862846,1.0,0.5,1.0,0,0,14.0,0.9333333333333333,-1.0,14.0,0.0,2.70805020110221,0.0,3.0,513.0,0.0,-1,-1.0
1624,statuses_count,1,,,0.9188582406082514,0.9914959166686361,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,234.0,0.9669421487603306,-1.0,241.0,7.0,5.488937726156687,2.0794415416798357,3.0,1346.0,3061.0,1,1.0
1645,statuses_count,1,,,0.9188582406082514,0.989544159838487,3,1,0.3232492372862846,1.0,0.5,1.0,0,0,2061.0,0.9961333977767037,-1.0,2068.0,7.0,7.634820677745543,2.0794415416798357,3.0,1120.0,3061.0,1,1.0
1665,statuses_count,1,,,0.9188582406082514,0.9969353537454864,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,1510.0,0.994729907773386,-1.0,1517.0,7.0,7.325148957955575,2.0794415416798357,3.0,642.0,3061.0,1,1.0
1674,statuses_count,1,,,0.9311758970395572,0.17345398428013326,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,14923.0,0.8011918823150435,-1.0,18625.0,3702.0,9.832313733081604,8.216898580913613,3.0,961.0,2026.0,-1,-1.0
1685,statuses_count,1,,,0.9188582406082514,0.9999211936676492,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,4.0,0.3333333333333333,-1.0,11.0,7.0,2.4849066497880004,2.0794415416798357,3.0,141.0,3061.0,1,1.0
1696,statuses_count,1,,,0.7514786031946554,0.2893678983484357,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,6864.0,0.0745803227033194,1.0,92034.0,98898.0,11.429924218466823,11.501854406336227,3.0,3488.0,3598.0,-1,-1.0
1703,statuses_count,0,,,0.9188349053998566,0.7642090534136543,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,7802.0,0.9998718441625016,-1.0,7802.0,0.0,8.962263554116761,0.0,3.0,3229.0,0.0,-1,-1.0
1704,statuses_count,0,,,0.9188349053998566,0.8524889469965529,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,3021.0,0.999669093315685,-1.0,3021.0,0.0,8.013674142832684,0.0,3.0,1701.0,0.0,-1,-1.0
1715,statuses_count,0,,,0.9188349053998566,0.9370443413035542,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,8443.0,0.9998815727143534,-1.0,8443.0,0.0,9.041211408968211,0.0,3.0,3338.0,0.0,-1,-1.0
1727,statuses_count,0,,,0.9188349053998566,0.9996659731598331,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,11.0,0.9166666666666666,-1.0,11.0,0.0,2.4849066497880004,0.0,3.0,141.0,0.0,-1,-1.0
1730,statuses_count,1,,,0.9188582406082514,0.9799143860541533,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,225.0,0.9656652360515021,-1.0,232.0,7.0,5.4510384535657,2.0794415416798357,3.0,1294.0,3061.0,1,1.0
1760,statuses_count,1,,,0.9188582406082514,0.9182998351201742,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,685.0,0.9884559884559885,-1.0,692.0,7.0,6.541029999189903,2.0794415416798357,3.0,3042.0,3061.0,1,1.0
1763,statuses_count,1,,,0.9944514602047102,0.7500075122726165,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,24277.0,13.984447004608295,1.0,1735.0,26012.0,7.459338895220296,10.16635169204527,3.0,856.0,1479.0,1,1.0
1767,statuses_count,1,,,0.9188582406082514,0.8563118541798527,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,1383.0,0.9942487419122933,-1.0,1390.0,7.0,7.237778191923443,2.0794415416798357,3.0,498.0,3061.0,1,1.0
1796,statuses_count,1,,,0.9504307775665456,0.9320383390546332,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,10964.0,0.5363205009049552,-1.0,20442.0,9478.0,9.925395804585008,9.156834104453042,3.0,1102.0,3531.0,-1,-1.0
1828,statuses_count,1,,,0.9188582406082514,0.9476527937279698,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,2044.0,0.9961013645224172,-1.0,2051.0,7.0,7.62657020629066,2.0794415416798357,3.0,1107.0,3061.0,1,1.0
1861,statuses_count,1,,,0.9523075950417351,0.9385146594485047,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,13167.0,0.5673230212417597,-1.0,23208.0,10041.0,10.052295413463094,9.21453157659465,3.0,1297.0,11.0,-1,-1.0
1922,statuses_count,0,,,0.9188349053998566,0.9674333831640832,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,28.0,0.9655172413793104,-1.0,28.0,0.0,3.367295829986474,0.0,3.0,1592.0,0.0,-1,-1.0
1937,statuses_count,1,,,0.9188582406082514,0.9564056970528473,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,63.0,0.8873239436619719,-1.0,70.0,7.0,4.2626798770413155,2.0794415416798357,3.0,3062.0,3061.0,1,1.0
1943,statuses_count,1,,,0.9188582406082514,0.9868203409705868,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,352.0,0.9777777777777777,-1.0,359.0,7.0,5.886104031450156,2.0794415416798357,3.0,1969.0,3061.0,1,1.0
1957,statuses_count,0,,,0.9188349053998566,0.6854027210628915,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,4458.0,0.999775734469612,-1.0,4458.0,0.0,8.402679804627477,0.0,3.0,2336.0,0.0,-1,-1.0
1972,statuses_count,1,,,0.9188582406082514,0.9033106306877727,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,2627.0,0.9969639468690702,-1.0,2634.0,7.0,7.876638460975463,2.0794415416798357,3.0,1503.0,3061.0,1,1.0
1974,statuses_count,1,,,0.9188582406082514,0.9327835989387422,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,1978.0,0.9959718026183283,-1.0,1985.0,7.0,7.593877844605118,2.0794415416798357,3.0,1053.0,3061.0,1,1.0
1985,statuses_count,0,,,0.9188349053998566,0.860772812632693,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,1129.0,0.9991150442477876,-1.0,1129.0,0.0,7.029972911706386,0.0,3.0,179.0,0.0,-1,-1.0
1994,statuses_count,1,,,0.9188582406082514,0.9748753811533595,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,32.0,0.8,-1.0,39.0,7.0,3.6888794541139363,2.0794415416798357,3.0,2122.0,3061.0,1,1.0
1998,statuses_count,1,,,0.9188582406082514,0.9962342974132796,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,113.0,0.9338842975206612,-1.0,120.0,7.0,4.795790545596741,2.0794415416798357,3.0,266.0,3061.0,1,1.0
2002,statuses_count,1,,,0.9188582406082514,0.9951052066870867,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,107.0,0.9304347826086956,-1.0,114.0,7.0,4.74493212836325,2.0794415416798357,3.0,194.0,3061.0,1,1.0
2017,statuses_count,0,,,0.9188349053998566,0.6037117569223756,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,6873.0,0.9998545242944429,-1.0,6873.0,0.0,8.835501457409778,0.0,3.0,3029.0,0.0,-1,-1.0
2025,statuses_count,1,,,0.9188582406082514,0.9791859275200886,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,293.0,0.973421926910299,-1.0,300.0,7.0,5.707110264748875,2.0794415416798357,3.0,1686.0,3061.0,1,1.0
2050,statuses_count,1,,,0.9188582406082514,0.990586643605523,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,77.0,0.9058823529411765,-1.0,84.0,7.0,4.442651256490317,2.0794415416798357,3.0,3333.0,3061.0,1,1.0
2090,statuses_count,0,,,0.9188349053998566,0.9434014521185398,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,7107.0,0.9998593134496342,-1.0,7107.0,0.0,8.868976189274543,0.0,3.0,3090.0,0.0,-1,-1.0
2110,statuses_count,1,,,0.9188582406082514,0.9890393192728694,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,1163.0,0.9931682322801024,-1.0,1170.0,7.0,7.065613363597717,2.0794415416798357,3.0,229.0,3061.0,1,1.0
2126,statuses_count,1,,,0.9188582406082514,0.999455956284279,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,8.0,0.5,-1.0,15.0,7.0,2.772588722239781,2.0794415416798357,3.0,623.0,3061.0,1,1.0
2135,statuses_count,1,,,0.9188582406082514,0.997462796127235,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,9.0,0.5294117647058824,-1.0,16.0,7.0,2.833213344056216,2.0794415416798357,3.0,723.0,3061.0,1,1.0
2178,statuses_count,1,,,0.9454575233790267,0.7971773025220592,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,7545.0,0.22749886928991406,1.0,33164.0,40709.0,10.409250381959657,10.614229041497024,3.0,1841.0,2192.0,-1,-1.0
2182,statuses_count,1,,,0.9188582406082514,0.9510532669672981,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,1024.0,0.9922480620155039,-1.0,1031.0,7.0,6.939253946041508,2.0794415416798357,3.0,48.0,3061.0,1,1.0
2188,statuses_count,1,,,0.9188582406082514,0.9763056960839186,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,785.0,0.9899117276166457,-1.0,792.0,7.0,6.675823221634848,2.0794415416798357,3.0,3254.0,3061.0,1,1.0
2196,statuses_count,1,,,0.9188582406082514,0.9890393192728694,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,1645.0,0.9951603145795523,-1.0,1652.0,7.0,7.410347097821024,2.0794415416798357,3.0,780.0,3061.0,1,1.0
2216,statuses_count,1,,,0.9188582406082514,0.997919832851655,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,282.0,0.9724137931034482,-1.0,289.0,7.0,5.66988092298052,2.0794415416798357,3.0,1641.0,3061.0,1,
2235,statuses_count,1,,,0.9872008775962962,0.7723229053886316,2,1,0.3232492372862846,1.0,0.5,1.0,0,0,24277.0,6.207363845563794,1.0,3910.0,28187.0,8.271548374755515,10.246651634446913,3.0,2126.0,1602.0,1,1.0
2246,statuses_count,0,,,0.9188349053998566,0.9828302203511315,4,1,0.3232492372862846,1.0,0.5,1.0,0,0,516.0,0.9980657640232108,-1.0,516.0,0.0,6.248042874508429,0.0,3.0,2582.0,0.0,-1,-1.0
2253,statuses_count,0,,,0.9188349053998566,0.8985956518235481,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,663.0,0.9984939759036144,-1.0,663.0,0.0,6.498282149476434,0.0,3.0,2960.0,0.0,-1,-1.0
2262,statuses_count,1,,,0.9188582406082514,0.9560994724466823,1,0,0.3232492372862846,1.0,0.5,1.0,0,0,233.0,0.966804979253112,-1.0,240.0,7.0,5.484796933490655,2.0794415416798357,3.0,1343.0,3061.0,1,1.0
