column,n_changed,true_positives,false_negatives,accuracy,recall
friends_count,273,114,159,0.4175824175824176,0.4175824175824176
favourites_count,1,1,0,1.0,1.0
listed_count,121,86,35,0.7107438016528925,0.7107438016528925
has_created_date,8,2,6,0.25,0.25
description_length,712,467,245,0.6558988764044944,0.6558988764044944
screen_name_length,4,1,3,0.25,0.25
name_length,804,416,388,0.5174129353233831,0.5174129353233831
has_description,1,0,1,0.0,0.0
has_location,7,1,6,0.14285714285714285,0.14285714285714285
