method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,n_clusters,linkage,noise_count,silhouette
RandomForest,0.9455,0.9812,0.8511,0.9115,0.9444,0.9215,1.84,130,11531,1.11,hierarchical_average,15,average,0,0.3682
