method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,n_clusters,linkage,noise_count,silhouette
LabelPropagation,0.7469,0.9513,0.2463,0.3913,0.692,0.6201,1.84,130,11531,1.11,hierarchical_average,15,average,0,0.3682
