class_label,class_name,support_true,precision,recall,f1,TP,FP,FN
1,intentional,13291,0.5865257595772787,0.03340606425400647,0.0632118451025057,444,313,12847
-1,unintentional,14965,0.5328193752500091,0.9790845305713332,0.6900904295403165,14652,12847,313
