Strategy,Accuracy,Macro_F1,Macro_Precision,Macro_Recall
Probability_0.4_Run1,0.5664044423877834,0.45826568700808634,0.49447590348492804,0.4900767953482627
constant_always_unintentional,0.8419713095788987,0.45710337897249087,0.4209856547894493,0.5
Probability_0.5_Run1,0.5012725590004627,0.4320892748124567,0.49644532386362084,0.49332240165411556
Random_Guessing_Run1,0.491670522906062,0.4266962810741922,0.4953096677254769,0.491188269909879
Probability_0.6_Run1,0.4334798704303563,0.3962317060373609,0.4973995854582054,0.49528523555415005
Probability_0.7_Run1,0.36348912540490513,0.3502472676778151,0.49969047497836383,0.4995107500210225
Probability_0.8_Run1,0.2938454419250347,0.29253517065727985,0.4973547459772977,0.49680639662160014
Probability_0.9_Run1,0.22894493290143453,0.22655000260111197,0.5024266334047649,0.5016760634045442
constant_always_intentional,0.15802869042110135,0.13646353646353646,0.07901434521055067,0.5
