algorithm,n_clusters,silhouette,runtime,params,n_variants,n_train_samples,n_test_samples,total_variants,total_samples,pct_train_variants,pct_train_samples,pct_test_samples,accuracy,f1_weighted,f1_intentional,f1_unintentional,sampling_strategy,n_noise,bic,aic,converged,probabilities
K-Means (Normal),15,0.5292976429578073,2.833360433578491,{'n_clusters': 15},50,81,28175,18207,28256,0.27461965178228154,0.28666477916194794,99.71333522083805,0.780656610470275,0.7803847136085728,0.7627457002457002,0.7960530658042373,Normal,,,,,
K-Means (Smart),15,0.5292976429578073,2.833360433578491,{'n_clusters': 15},50,79,28177,18207,28256,0.27461965178228154,0.27958663646659115,99.72041336353341,0.7999077261596338,0.8000222149668803,0.7974565311107917,0.8023003015639245,Smart,,,,,
DBSCAN (Normal),266,0.8422586198042528,3.007094621658325,"{'eps': np.float64(0.05335550320744951), 'min_samples': 5}",266,514,27742,18207,28256,1.4609765474817378,1.8190826727066818,98.18091732729332,0.894456059404513,0.8945644229543941,0.8904929314084823,0.8981423502400334,Normal,1743.0,,,,
DBSCAN (Smart),266,0.8422586198042528,3.007094621658325,"{'eps': np.float64(0.05335550320744951), 'min_samples': 5}",266,514,27742,18207,28256,1.4609765474817378,1.8190826727066818,98.18091732729332,0.8860572417273448,0.8861007825929152,0.8853006277441127,0.88680393912265,Smart,1743.0,,,,
Hierarchical-Ward (Normal),15,0.5239465570575249,6.588301658630371,"{'n_clusters': 15, 'linkage': 'ward'}",50,78,28178,18207,28256,0.27461965178228154,0.27604756511891276,99.72395243488108,0.7993470083043509,0.7995127109098761,0.7946837097828455,0.80380317856895,Normal,,,,,
Hierarchical-Ward (Smart),15,0.5239465570575249,6.588301658630371,"{'n_clusters': 15, 'linkage': 'ward'}",50,81,28175,18207,28256,0.27461965178228154,0.28666477916194794,99.71333522083805,0.7387755102040816,0.7378198966466261,0.7482727956768589,0.7285334907052228,Smart,,,,,
Hierarchical-Average (Normal),15,0.45467986536099425,7.274599075317383,"{'n_clusters': 15, 'linkage': 'average'}",50,90,28166,18207,28256,0.27461965178228154,0.31851642129105323,99.68148357870895,0.7424909465312789,0.7356756958339732,0.7729677277991673,0.702563051055977,Normal,,,,,
Hierarchical-Average (Smart),15,0.45467986536099425,7.274599075317383,"{'n_clusters': 15, 'linkage': 'average'}",50,92,28164,18207,28256,0.27461965178228154,0.32559456398640996,99.67440543601359,0.7870330918903565,0.7867777853613602,0.7696974351098141,0.8019416193369436,Smart,,,,,
GMM (Normal),15,0.4491775861823036,7.741945028305054,{'n_components': 15},50,78,28178,18207,28256,0.27461965178228154,0.27604756511891276,99.72395243488108,0.7976435517070055,0.7972398316465019,0.8023844181049421,0.7926696240273434,Normal,,-2432071.275548232,-2447994.9712724052,True,"[[3.95469151e-006 0.00000000e+000 0.00000000e+000 ... 0.00000000e+000
  0.00000000e+000 1.80450532e-010]
 [0.00000000e+000 0.00000000e+000 0.00000000e+000 ... 3.02045740e-011
  0.00000000e+000 0.00000000e+000]
 [0.00000000e+000 0.00000000e+000 0.00000000e+000 ... 0.00000000e+000
  0.00000000e+000 4.78993740e-312]
 ...
 [0.00000000e+000 0.00000000e+000 0.00000000e+000 ... 0.00000000e+000
  0.00000000e+000 0.00000000e+000]
 [0.00000000e+000 0.00000000e+000 9.76113762e-272 ... 0.00000000e+000
  1.00000000e+000 0.00000000e+000]
 [0.00000000e+000 0.00000000e+000 0.00000000e+000 ... 9.12361332e-012
  0.00000000e+000 0.00000000e+000]]"
GMM (Smart),15,0.4491775861823036,7.741945028305054,{'n_components': 15},50,76,28180,18207,28256,0.27461965178228154,0.26896942242355604,99.73103057757643,0.79513839602555,0.7946785605563078,0.7760580317312541,0.811222654589451,Smart,,-2432071.275548232,-2447994.9712724052,True,"[[3.95469151e-006 0.00000000e+000 0.00000000e+000 ... 0.00000000e+000
  0.00000000e+000 1.80450532e-010]
 [0.00000000e+000 0.00000000e+000 0.00000000e+000 ... 3.02045740e-011
  0.00000000e+000 0.00000000e+000]
 [0.00000000e+000 0.00000000e+000 0.00000000e+000 ... 0.00000000e+000
  0.00000000e+000 4.78993740e-312]
 ...
 [0.00000000e+000 0.00000000e+000 0.00000000e+000 ... 0.00000000e+000
  0.00000000e+000 0.00000000e+000]
 [0.00000000e+000 0.00000000e+000 9.76113762e-272 ... 0.00000000e+000
  1.00000000e+000 0.00000000e+000]
 [0.00000000e+000 0.00000000e+000 0.00000000e+000 ... 9.12361332e-012
  0.00000000e+000 0.00000000e+000]]"
HDBSCAN (Normal),600,0.9305069974325383,4.460802316665649,"{'min_cluster_size': 5, 'min_samples': 5}",600,1060,27196,18207,28256,3.2954358213873784,3.751415628539071,96.24858437146094,0.9109795558170319,0.9110282946365171,0.9060863493541255,0.9153881102995142,Normal,1167.0,,,,
HDBSCAN (Smart),600,0.9305069974325383,4.460802316665649,"{'min_cluster_size': 5, 'min_samples': 5}",600,1060,27196,18207,28256,3.2954358213873784,3.751415628539071,96.24858437146094,0.9316443594646272,0.9316826164018565,0.9279094117190833,0.9350113616500612,Smart,1167.0,,,,
