fold,accuracy,precision,recall,f1,auc
1,0.9409090909090909,0.9230769230769231,0.8823529411764706,0.9022556390977443,0.975764318885449
2,0.9227272727272727,0.8714285714285714,0.8840579710144928,0.8776978417266187,0.9706785680007678
3,0.9454545454545454,0.8904109589041096,0.9420289855072463,0.9154929577464789,0.9885305691525099
4,0.9318181818181818,0.9090909090909091,0.8695652173913043,0.8888888888888888,0.9739898262789135
5,0.9269406392694064,0.8939393939393939,0.8676470588235294,0.8805970149253731,0.9805220101285547
