fold,accuracy,precision,recall,f1,auc
1,0.9136363636363637,0.8571428571428571,0.8695652173913043,0.8633093525179856,0.9634321911891737
2,0.9545454545454546,0.9402985074626866,0.9130434782608695,0.9264705882352942,0.9836356656109032
3,0.95,0.9027777777777778,0.9420289855072463,0.9219858156028369,0.984787407620693
4,0.9227272727272727,0.8840579710144928,0.8714285714285714,0.8776978417266187,0.9822857142857142
5,0.954337899543379,0.9402985074626866,0.9130434782608695,0.9264705882352942,0.9851207729468598
