row_idx,col,y_true,y_pred,delta_score
153,FOB,1,-1,0.0
153,CIF,1,-1,0.0
153,PRE_UNIT,1,1,0.3873377235155999
154,FOB,1,-1,0.0
154,CIF,1,-1,0.0
154,PRE_UNIT,1,1,0.8418924418202778
155,FOB,1,-1,0.0
155,CIF,1,-1,0.0
156,FOB,1,1,1.314835397137756
156,CIF,1,1,1.3055330044754498
157,FOB,1,-1,0.0
157,CIF,1,-1,0.0
158,FOB,1,1,5.875318102540035
158,CIF,1,1,5.6352820927138225
159,FOB,1,1,4.127690403964067
159,CIF,1,1,4.038807551250528
160,FOB,1,1,1.3148353971377276
160,CIF,1,1,1.3055330044754214
161,FOB,1,1,1.3148353971377276
161,CIF,1,1,1.3055330044754214
162,FOB,1,1,1.3148353971377276
162,CIF,1,1,1.3055330044754214
163,FOB,1,1,1.3148353971377276
163,CIF,1,1,1.3055330044754214
164,FOB,1,1,1.3148353971377276
164,CIF,1,1,1.3055330044754498
165,FOB,1,1,1.314835397137756
165,CIF,1,1,1.3055330044754214
166,FOB,1,1,1.314835397137756
166,CIF,1,1,1.3055330044754498
167,FOB,1,1,1.3148353971377276
167,CIF,1,1,1.3055330044754214
168,FOB,1,1,0.15906469462970563
168,CIF,1,1,0.15906469462970563
169,FOB,1,-1,0.0
169,CIF,1,-1,0.0
170,FOB,1,-1,0.0
170,CIF,1,-1,0.0
171,FOB,1,-1,0.0
171,CIF,1,-1,0.0
171,PRE_UNIT,1,1,0.0022574815251914515
172,FOB,1,-1,0.0
172,CIF,1,-1,0.0
173,FOB,1,1,3.3407882538665774
173,CIF,1,1,3.975483359345361
174,FOB,1,-1,0.0
174,CIF,1,-1,0.0
175,FOB,1,1,6.31517091661641
175,CIF,1,1,6.297299814267319
176,FOB,1,1,6.299836277263182
176,CIF,1,1,6.285162967745919
177,FOB,1,1,1.3148353971377276
177,CIF,1,1,1.3055330044754498
178,FOB,1,-1,0.0
178,CIF,1,-1,0.0
179,FOB,1,1,3.3407882538665774
179,CIF,1,1,3.975483359345361
180,FOB,1,-1,0.0
180,CIF,1,-1,0.0
181,FOB,1,-1,0.0
181,CIF,1,-1,0.0
182,FOB,1,-1,0.0
182,CIF,1,-1,0.0
183,FOB,1,-1,0.0
183,CIF,1,-1,0.0
183,PRE_UNIT,1,-1,-0.0008506656971576376
184,FOB,1,-1,0.0
184,CIF,1,-1,0.0
184,PRE_UNIT,1,-1,-0.0008506656971576376
185,FOB,1,-1,0.0
185,CIF,1,-1,0.0
185,PRE_UNIT,1,1,0.0022574815251914515
186,FOB,1,-1,0.0
186,CIF,1,-1,0.0
186,PRE_UNIT,1,-1,-0.0014457014168840487
187,FOB,1,1,6.606650186198209
187,CIF,1,1,6.593820488719558
187,PRE_UNIT,1,1,3.328586415776016
188,FOB,1,1,6.640506691814323
188,CIF,1,1,6.62767641267186
189,FOB,1,1,6.606650186198209
189,CIF,1,1,6.593820488719558
189,PRE_UNIT,1,1,7.229436120606039
190,FOB,1,1,6.606650186198209
190,CIF,1,1,6.593820488719558
190,PRE_UNIT,1,1,7.229436120606039
191,FOB,1,1,6.640506691814323
191,CIF,1,1,6.62767641267186
192,FOB,1,1,6.606650186198209
192,CIF,1,1,6.593820488719558
192,PRE_UNIT,1,1,7.229436120606039
193,FOB,1,1,6.606650186198237
193,CIF,1,1,6.593820488719558
193,PRE_UNIT,1,1,7.229436120606039
194,FOB,1,1,6.606650186198237
194,CIF,1,1,6.593820488719558
194,PRE_UNIT,1,1,7.229436120606039
198,CIF,1,-1,0.0
199,CIF,1,-1,0.0
200,CIF,1,1,5.01057180001709
201,CIF,1,1,5.01057180001709
202,CIF,1,-1,0.0
203,CIF,1,-1,-1.197703191312371
204,CIF,1,-1,0.0
205,CIF,1,1,5.010571800017061
206,CIF,1,-1,0.0
207,CIF,1,1,4.348494472893378
208,CIF,1,1,5.383970678928108
209,CIF,1,1,5.38397067892808
210,CIF,1,-1,0.0
211,CIF,1,1,1.2888390249691781
212,CIF,1,1,5.383970678928051
213,CIF,1,1,5.383970678928108
214,CIF,1,1,5.383970678928108
215,CIF,1,-1,0.0
216,CIF,1,1,5.38397067892808
233,ARANC_NAC,1,-1,0.0
234,ARANC_NAC,1,-1,0.0
235,ARANC_NAC,1,-1,0.0
236,PRE_UNIT,1,1,1.6414371361574638
236,ARANC_NAC,1,-1,0.0
237,ARANC_NAC,1,-1,0.0
238,ARANC_NAC,1,-1,0.0
240,ARANC_NAC,1,-1,0.0
241,ARANC_NAC,1,-1,0.0
242,ARANC_NAC,1,-1,0.0
246,ARANC_NAC,1,-1,0.0
247,ARANC_NAC,1,-1,0.0
