dataset,n_cells,n_int,n_unint,f1_int,f1_unint,f1_weighted,accuracy,auc,precision_int,recall_int,best_threshold
Chile Customs,8748,460,8288,0.1494,0.9633,0.9205,0.9297,0.5415,0.2053,0.1174,5.6442
