fold,accuracy,precision,recall,f1,auc
1,0.920249653259362,0.9136608917921045,0.8928670552317514,0.9031443009545199,0.9723681279002826
2,0.9207119741100324,0.9154087154656793,0.8920344157646406,0.9035704245150408,0.9733688949048698
3,0.9225612575127138,0.9146169069833192,0.8978628920344157,0.9061624649859944,0.972884329188716
4,0.9203652334720296,0.9118145845110232,0.8953649736330835,0.9035149138776082,0.9732003276027046
5,0.9185065310368743,0.9086036671368124,0.8942254303164908,0.9013572128165664,0.9728341322227071
