dataset,rows,errors,intentional,unintentional,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auc_mean,auc_std,fit_time_s,compute_time_s
Mixed SOTA (TwiBot-20),4731,1099,346,753,0.939049398090494,0.01940370983246627,0.9049151241721001,0.03614466146867205,0.9018219461697722,0.030954423580786258,0.9031868372636058,0.03032148738248092,0.9798523503306689,0.00924618067363505,36.748594522476196,34.17782115936279
