algorithm,n_clusters,silhouette,runtime,params,n_variants,n_train_samples,n_test_samples,total_variants,total_samples,pct_train_variants,pct_train_samples,pct_test_samples,accuracy,f1_weighted,f1_intentional,f1_unintentional,n_noise,bic,aic,converged,probabilities
K-Means,15,0.37609530632591803,0.22390317916870117,{'n_clusters': 15},29,64,6530,2970,6594,0.9764309764309763,0.9705793145283591,99.02942068547164,0.6895865237366003,0.6904539957655207,0.6435730613680324,0.7250779872507799,,,,,
DBSCAN,68,0.2625435567773267,0.13861346244812012,"{'eps': np.float64(0.3236111932246342), 'min_samples': 5}",68,143,6451,2970,6594,2.28956228956229,2.1686381558993024,97.8313618441007,0.7279491551697411,0.728984338540501,0.7193347193347194,0.7360505339148744,297.0,,,,
Hierarchical-Ward,15,0.3682881938679908,0.1904590129852295,"{'n_clusters': 15, 'linkage': 'ward'}",29,66,6528,2970,6594,0.9764309764309763,1.0009099181073704,98.99909008189263,0.6839767156862745,0.685432767069201,0.6447391079731358,0.7154090219340599,,,,,
Hierarchical-Average,15,0.2687766388585124,0.19013094902038574,"{'n_clusters': 15, 'linkage': 'average'}",29,64,6530,2970,6594,0.9764309764309763,0.9705793145283591,99.02942068547164,0.6159264931087289,0.6179524117536606,0.5752032520325203,0.6495248742314143,,,,,
GMM,15,0.3094126800449156,1.403322696685791,{'n_components': 15},29,61,6533,2970,6594,0.9764309764309763,0.9250834091598423,99.07491659084016,0.6474820143884892,0.6475069625391381,0.5849702649125968,0.6936277770387123,,-200656.1526784198,-206586.51042066677,True,"[[5.21808768e-10 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  9.63006161e-56 0.00000000e+00]
 [5.21808768e-10 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  9.63006161e-56 0.00000000e+00]
 [5.21808768e-10 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  9.63006161e-56 0.00000000e+00]
 ...
 [3.39905402e-15 0.00000000e+00 0.00000000e+00 ... 9.99996296e-01
  1.06677022e-20 0.00000000e+00]
 [3.39905402e-15 0.00000000e+00 0.00000000e+00 ... 9.99996296e-01
  1.06677022e-20 0.00000000e+00]
 [3.39905402e-15 0.00000000e+00 0.00000000e+00 ... 9.99996296e-01
  1.06677022e-20 0.00000000e+00]]"
HDBSCAN,268,0.7269143373344118,0.19024133682250977,"{'min_cluster_size': 5, 'min_samples': 5}",268,613,5981,2970,6594,9.023569023569024,9.29632999696694,90.70367000303307,0.8202641698712589,0.8208269632112183,0.7944943605429172,0.8402911900163423,450.0,,,,
