method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,eps,min_samples,n_clusters,noise_count,silhouette
LabelSpreading,0.8555,0.9239,0.6069,0.7326,0.8461,0.7914,0.33,623,11038,5.34,dbscan,0.2202,5,125,869,0.611
