row_idx,col_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,stat_change_magnitude,stat_relative_change,stat_change_direction,stat_original_magnitude,stat_new_magnitude,stat_original_log,stat_new_log,stat_feature_name_encoded,stat_original_value_encoded,stat_new_value_encoded,cluster,true_label
1244,name_length,1,,,0.947380612967069,0.8638468437243261,2,1,0.05488506488971768,1.0,0.5154488871919416,1.0,0,0,6.0,0.2727272727272727,-1.0,21.0,15.0,3.091042453358316,2.772588722239781,15.0,12.0,5.0,0,1
3870,description_length,0,,,0.4973711998991541,0.6981574677337286,2,1,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,1.0,0.5,-1.0,1.0,0.0,0.6931471805599453,0.0,13.0,1.0,0.0,0,0
986,name_length,1,,,0.7828330537820646,0.844396392827801,2,1,0.05488506488971768,1.0,0.5154488871919416,1.0,0,0,2.0,0.15384615384615385,-1.0,12.0,10.0,2.5649493574615367,2.3978952727983707,15.0,2.0,0.0,0,0
672,description_length,1,,,0.5214475568172723,0.7287688566192232,2,1,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,18.0,0.782608695652174,-1.0,22.0,4.0,3.1354942159291497,1.6094379124341003,13.0,112.0,131.0,0,0
4087,name_length,1,,,0.7828330537820646,0.6109909820695028,2,1,0.05488506488971768,1.0,0.5154488871919416,1.0,0,0,1.0,0.08333333333333333,-1.0,11.0,10.0,2.4849066497880004,2.3978952727983707,15.0,1.0,0.0,0,0
4568,listed_count,1,,,0.9521157625867203,0.9999912506107914,1,0,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1,0
287,listed_count,1,,,0.9521157625867203,0.9991023126671973,2,1,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,45.0,0.9782608695652174,-1.0,45.0,0.0,3.828641396489095,0.0,5.0,834.0,0.0,1,1
2507,listed_count,1,,,0.9521157625867203,0.9998862579402882,1,0,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1,0
3447,listed_count,1,,,0.9521157625867203,0.9377393463915806,1,0,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,1395.0,0.9992836676217765,-1.0,1395.0,0.0,7.241366283322318,0.0,5.0,171.0,0.0,1,1
3372,listed_count,1,,,0.9521157625867203,0.9999930004886332,1,0,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1,0
3994,friends_count,0,,,0.9484261507882511,0.984510195663244,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,527.0,0.9981060606060606,-1.0,527.0,0.0,6.269096283706261,0.0,2.0,1889.0,0.0,2,0
2856,statuses_count,0,,,0.9188349053998566,0.9996000915769696,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,137.0,0.9927536231884058,-1.0,137.0,0.0,4.927253685157205,0.0,4.0,474.0,0.0,2,0
3428,friends_count,0,,,0.9484261507882511,0.9929641029960128,2,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,436.0,0.9977116704805492,-1.0,436.0,0.0,6.07993319509559,0.0,2.0,1635.0,0.0,2,0
2931,friends_count,0,,,0.9484261507882511,0.8800353797933227,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,1472.0,0.9993211133740665,-1.0,1472.0,0.0,7.29505641646263,0.0,2.0,428.0,0.0,2,0
1784,friends_count,0,,,0.9484261507882511,0.9646007417811648,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,736.0,0.9986431478968792,-1.0,736.0,0.0,6.602587892189336,0.0,2.0,2207.0,0.0,2,0
3153,description_length,0,,,0.4673454526217631,0.41660387926365705,1,0,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,37.0,0.27205882352941174,1.0,135.0,172.0,4.912654885736052,5.153291594497779,13.0,41.0,82.0,3,0
845,description_length,0,,,0.5154981664579996,0.21157876300732192,1,0,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,46.0,0.3865546218487395,1.0,118.0,164.0,4.77912349311153,5.10594547390058,13.0,22.0,73.0,3,0
4447,name_length,1,,,0.515722479765683,0.5040135021386163,1,0,0.05488506488971768,1.0,0.5154488871919416,1.0,0,0,3.0,0.14285714285714285,1.0,20.0,23.0,3.044522437723423,3.1780538303479458,15.0,11.0,14.0,3,0
2382,description_length,0,,,0.23862006189964013,0.2532244897468898,1,0,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,54.0,0.34394904458598724,1.0,156.0,210.0,5.056245805348308,5.351858133476067,13.0,64.0,109.0,3,0
755,name_length,1,,,0.8394660796667225,0.8476381346438884,1,0,0.05488506488971768,1.0,0.5154488871919416,1.0,0,0,2.0,0.125,1.0,15.0,17.0,2.772588722239781,2.8903717578961645,15.0,5.0,7.0,3,0
