method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,n_clusters,noise_count,silhouette
KNN_k7,0.9135,0.8993,0.8196,0.8576,0.9124,0.8884,0.04,70,1029,6.37,kmeans,15,0,0.4031
