method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,n_clusters,noise_count,silhouette
ClusterMajorityVote,0.8299,0.9176,0.5107,0.6562,0.8137,0.7447,0.04,70,1029,6.37,kmeans,15,0,0.4031
