method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,min_cluster_size,min_samples,n_clusters,noise_count,silhouette
RandomForest,0.8669,0.729,0.9157,0.8117,0.8703,0.8801,0.08,40,1059,3.64,hdbscan,50,5,8,159,0.342
