method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,min_cluster_size,min_samples,n_clusters,noise_count,silhouette
ClusterMajorityVote,0.864,0.9845,0.5753,0.7262,0.8521,0.7856,0.08,40,1059,3.64,hdbscan,50,5,8,159,0.342
