method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,min_cluster_size,min_samples,n_clusters,noise_count,silhouette
RandomForest,0.8932,0.8411,0.8157,0.8282,0.8928,0.8723,0.03,50,1049,4.55,hdbscan,50,5,10,195,0.6474
