method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,n_clusters,linkage,noise_count,silhouette
LabelSpreading,0.8912,0.9119,0.7278,0.8095,0.8875,0.8475,0.03,70,1029,6.37,hierarchical_ward,15,ward,0,0.404
