fold,accuracy,precision,recall,f1,auc
1,0.9918559794256322,0.9844760672703752,0.9908854166666666,0.9876703439325114,0.9989562533280085
2,0.9888507718696398,0.980544747081712,0.9856584093872229,0.9830949284785435,0.9980439120093638
3,0.9897084048027445,0.9856209150326798,0.9830508474576272,0.9843342036553525,0.9980130877948605
4,0.9879931389365352,0.9817708333333334,0.9817708333333334,0.9817708333333334,0.9985347399829496
5,0.9897084048027445,0.9894736842105263,0.9791666666666666,0.9842931937172775,0.9982083866155159
