class_label,class_name,support_true,precision,recall,f1,TP,FP,FN
1,intentional,13291,0.6750483558994197,0.9715597020540215,0.7966070326958667,12913,6216,378
-1,unintentional,14965,0.9585844198531829,0.5846308052121617,0.7262991864519343,8749,378,6216
