class_label,class_name,support_true,precision,recall,f1,TP,FP,FN
1,intentional,13291,0.6956314535345512,0.9884132119479347,0.8165713575335654,13137,5748,154
-1,unintentional,14965,0.9835663216305623,0.615903775476111,0.7574786324786325,9217,154,5748
