fold,accuracy,precision,recall,f1,auc
1,0.9026275115919629,0.8925035360678925,0.8481182795698925,0.8697450034458993,0.9611074056108012
2,0.9206594538897476,0.9109874826147427,0.8791946308724832,0.894808743169399,0.9698272766043411
3,0.9175257731958762,0.9112676056338028,0.8696236559139785,0.889958734525447,0.9696580447369367
4,0.904639175257732,0.8964539007092198,0.8494623655913979,0.8723257418909592,0.9664349354479088
5,0.9087628865979381,0.8998589562764457,0.8575268817204301,0.8781830695113558,0.9665709173949005
