chunk_id,chunk_time_sec
891,1.4213344054296613
892,1.4251407505944371
893,1.6420893548056483
894,1.3501145159825683
895,1.3345143580809236
896,1.5191450007259846
897,1.5397615572437644
898,1.4228820726275444
899,1.3634434416890144
900,7.569058732129633
901,4.7282212264835835
902,1.4205222176387906
903,1.4122262429445982
904,1.4177585197612643
905,2.7934546442702413
906,2.977903581224382
907,3.369730854406953
908,2.9864293709397316
909,3.077403304167092
910,3.1891105361282825
911,2.997924329712987
912,3.0900564827024937
913,3.0827423809096217
914,2.792769786901772
915,2.9943027356639504
916,2.3011640245094895
917,2.780785287730396
918,3.2604277497157454
919,3.55166766513139
920,2.892747163772583
921,2.9769294057041407
922,3.1633230289444327
923,3.191371222026646
924,3.172628396190703
925,3.090920434333384
926,1.3281044093891978
927,1.424497902393341
928,1.6371367806568742
929,3.0960256662219763
930,0.835114180110395
