method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,eps,min_samples,n_clusters,noise_count,silhouette
LabelSpreading,0.8827,0.8788,0.7342,0.8,0.8796,0.8433,0.02,110,989,10.01,dbscan,1.7873,5,22,79,0.4843
