method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,eps,min_samples,n_clusters,noise_count,silhouette
ClusterMajorityVote,0.9181,0.9468,0.788,0.8601,0.9159,0.8836,0.02,110,989,10.01,dbscan,1.7873,5,22,79,0.4843
