n_records,accuracy,precision_int,recall_int,f1_intentional,precision_unint,recall_unint,f1_unintentional,f1_weighted,tp,tn,fp,fn,pred_counts,true_counts,variant,fallback_count,status_hist,avg_llm_time_s,total_llm_time_s
6051,0.6794,0.3635,0.9325,0.5231,0.9754,0.6206,0.7585,0.7141,1064,3047,1863,77,"{-1: 3124, 1: 2927}","{-1: 4910, 1: 1141}",zero_shot,0,"{'ok': 6051, 'http_error': 0, 'parse_error': 0, 'fallback': 0}",0.284,1717.22
6051,0.5274,0.2799,0.9579,0.4332,0.9776,0.4273,0.5947,0.5642,1093,2098,2812,48,"{-1: 2146, 1: 3905}","{-1: 4910, 1: 1141}",info,0,"{'ok': 6051, 'http_error': 0, 'parse_error': 0, 'fallback': 0}",0.312,1890.18
6051,0.7333,0.4117,0.9658,0.5773,0.9884,0.6792,0.8052,0.7622,1102,3335,1575,39,"{-1: 3374, 1: 2677}","{-1: 4910, 1: 1141}",few_shot,0,"{'ok': 6051, 'http_error': 0, 'parse_error': 0, 'fallback': 0}",0.273,1652.57
