feature,importance
stat_new_value_encoded,0.11966887692218617
h3_distribution_score,0.11186381922166974
h2_is_obfuscation,0.10894513667280452
h4_coherence_score,0.08785924848370284
h2_min_edit_distance,0.07041205601597976
h1_plausible,0.06968296141571953
row_signal_sum,0.0546853932382565
h7_gain_direction,0.0428046026340307
stat_original_value_encoded,0.03454388981859022
cell_signal_ratio,0.028664895117640473
stat_relative_change,0.02739859179784889
stat_change_magnitude,0.02386821046063727
cell_signal_sum,0.022818344926425448
stat_original_magnitude,0.02147629108839755
h5_error_count,0.017838629160826444
stat_feature_name_encoded,0.016987514869949052
h6_column_importance,0.016877706188005936
stat_original_log,0.016778644928566053
stat_new_magnitude,0.014618138237501408
h7_comprehensibility,0.01320841400003894
stat_new_log,0.012667117165388243
signal_C9,0.010270156476293379
n_applicable,0.00884683378593263
signal_C24,0.006699664823302919
signal_C3,0.005261524472928312
stat_change_direction,0.004622011190580635
h8_is_sensitive,0.0038664432285259753
signal_C27,0.0035920717496755765
h5_codependent_flag,0.003473160810135623
h7_mutability,0.0034455719570746324
signal_C23,0.0030257496840582366
h8_is_majority_value,0.0025497436568392077
signal_C1,0.0019625973721294223
signal_C20,0.0013605011444359297
signal_C30,0.0012497005608748865
signal_C17,0.0012488418140714067
signal_C10,0.0011009405736729706
signal_C29,0.0009236544024950502
signal_C6,0.0008905450801073436
signal_C26,0.0008598888238007162
signal_C4,0.0005352975599784915
signal_C11,0.0003763216802106548
signal_C13,0.00017029678871041014
signal_C2,0.0
signal_C19,0.0
signal_C15,0.0
signal_C12,0.0
signal_C14,0.0
signal_C7,0.0
signal_C8,0.0
signal_C5,0.0
signal_C18,0.0
signal_C16,0.0
signal_C21,0.0
signal_C25,0.0
signal_C22,0.0
signal_C31,0.0
signal_C28,0.0
