algorithm,n_clusters,silhouette,runtime,params,n_variants,n_train_samples,n_test_samples,total_variants,total_samples,pct_train_variants,pct_train_samples,pct_test_samples,accuracy,f1_weighted,f1_intentional,f1_unintentional,n_noise,bic,aic,converged,probabilities
K-Means,15,0.32273823683862357,0.08603048324584961,{'n_clusters': 15},15,51,3414,1000,3465,1.5,1.471861471861472,98.52813852813853,1.0,1.0,1.0,0.0,,,,,
DBSCAN,5,0.2209910140933328,0.06919097900390625,"{'eps': np.float64(1.2510138804094326), 'min_samples': 5}",10,33,3432,1000,3465,1.0,0.9523809523809524,99.04761904761905,1.0,1.0,1.0,0.0,71.0,,,,
Hierarchical-Ward,15,0.3285884390621521,0.0383150577545166,"{'n_clusters': 15, 'linkage': 'ward'}",15,54,3411,1000,3465,1.5,1.5584415584415585,98.44155844155844,1.0,1.0,1.0,0.0,,,,,
Hierarchical-Average,15,0.44149331401657455,0.04160141944885254,"{'n_clusters': 15, 'linkage': 'average'}",15,59,3406,1000,3465,1.5,1.7027417027417027,98.2972582972583,1.0,1.0,1.0,0.0,,,,,
GMM,15,0.07611281770896088,0.5062215328216553,{'n_components': 15},15,59,3406,1000,3465,1.5,1.7027417027417027,98.2972582972583,1.0,1.0,1.0,0.0,,-42837.02341710513,-47690.79338801846,True,"[[0.00000000e+00 2.27973463e-11 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 1.00000000e+00]
 [0.00000000e+00 3.53403591e-18 0.00000000e+00 ... 1.00000000e+00
  0.00000000e+00 0.00000000e+00]
 ...
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 1.80871196e-19 0.00000000e+00 ... 1.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [1.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]"
HDBSCAN,36,0.5299055031209011,0.03961372375488281,"{'min_cluster_size': 5, 'min_samples': 5}",36,120,3345,1000,3465,3.5999999999999996,3.463203463203463,96.53679653679653,1.0,1.0,1.0,0.0,427.0,,,,
