algorithm,n_clusters,silhouette,runtime,params,n_variants,n_train_samples,n_test_samples,total_variants,total_samples,pct_train_variants,pct_train_samples,pct_test_samples,accuracy,f1_weighted,f1_intentional,f1_unintentional,n_noise,bic,aic,converged,probabilities
K-Means,15,0.375375897426775,0.22374558448791504,{'n_clusters': 15},29,61,6533,2970,6594,0.9764309764309763,0.9250834091598423,99.07491659084016,0.6577376396754937,0.6589768777558348,0.6104529616724739,0.6947856947856947,,,,,
DBSCAN,72,0.2571044793643753,0.16192102432250977,"{'eps': np.float64(0.31155975950915327), 'min_samples': 5}",72,152,6442,2970,6594,2.4242424242424243,2.305125872004853,97.69487412799515,0.718720894132257,0.7204050771804349,0.6952573158425832,0.7388296339002595,297.0,,,,
Hierarchical-Ward,15,0.3660617718557075,0.17911934852600098,"{'n_clusters': 15, 'linkage': 'ward'}",29,65,6529,2970,6594,0.9764309764309763,0.9857446163178647,99.01425538368214,0.6587532547097564,0.6536898548589406,0.56484375,0.7193247669438145,,,,,
Hierarchical-Average,15,0.26936385552975745,0.17542243003845215,"{'n_clusters': 15, 'linkage': 'average'}",29,60,6534,2970,6594,0.9764309764309763,0.9099181073703366,99.09008189262967,0.5531068258340985,0.5546625911715864,0.5403022670025189,0.5652173913043478,,,,,
GMM,15,0.2718781645018464,1.2402153015136719,{'n_components': 15},29,64,6530,2970,6594,0.9764309764309763,0.9705793145283591,99.02942068547164,0.67947932618683,0.6813165010031691,0.650409219976616,0.704085960695603,,-197794.27067478542,-203724.6284170324,True,"[[1.01325806e-005 0.00000000e+000 0.00000000e+000 ... 9.13252252e-175
  0.00000000e+000 0.00000000e+000]
 [1.01325806e-005 0.00000000e+000 0.00000000e+000 ... 9.13252252e-175
  0.00000000e+000 0.00000000e+000]
 [1.01325806e-005 0.00000000e+000 0.00000000e+000 ... 9.13252252e-175
  0.00000000e+000 0.00000000e+000]
 ...
 [5.89388850e-013 0.00000000e+000 0.00000000e+000 ... 0.00000000e+000
  0.00000000e+000 0.00000000e+000]
 [5.89388850e-013 0.00000000e+000 0.00000000e+000 ... 0.00000000e+000
  0.00000000e+000 0.00000000e+000]
 [5.89388850e-013 0.00000000e+000 0.00000000e+000 ... 0.00000000e+000
  0.00000000e+000 0.00000000e+000]]"
HDBSCAN,264,0.7282154396471076,0.1956031322479248,"{'min_cluster_size': 5, 'min_samples': 5}",264,602,5992,2970,6594,8.88888888888889,9.129511677282377,90.87048832271762,0.790720961281709,0.7907627019119966,0.754886630179828,0.8174140943506115,444.0,,,,
