row_idx,col_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,cluster,true_label
1053,followers_count,0,,,0.0,0.0,2,1,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,0,0
3254,followers_count,0,,,0.004660811160064338,0.24608832828650662,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,0,0
4662,followers_count,0,,,0.0,0.0,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,0,0
1129,followers_count,0,,,0.0,0.0,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,0,0
132,friends_count,1,,,0.9487026977345987,0.9937333091921593,2,1,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,1,1
3887,listed_count,1,,,0.9521157625867203,0.9961432692368478,2,1,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,1,1
530,friends_count,1,,,0.9487026977345987,0.986775226622232,2,1,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,1,1
3981,friends_count,1,,,0.9487026977345987,0.9928221442311737,2,1,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,1,1
3905,statuses_count,1,,,0.9188582406082514,0.9990160852496193,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,1,1
2107,verified,1,,,0.8099520068218187,0.9536175578960271,1,0,1.0,1.0,0.17443617574011616,0.8,0,0,2,0
3877,verified,1,,,0.4153523578281736,1.0,1,0,1.0,1.0,0.17443617574011616,0.8,0,0,2,0
3570,verified,1,,,0.4153523578281736,0.8144702315841086,1,0,1.0,1.0,0.17443617574011616,0.8,0,0,2,0
2335,verified,1,,,0.8099520068218187,1.0,1,0,1.0,1.0,0.17443617574011616,0.8,0,0,2,0
613,verified,1,,,0.4153523578281736,1.0,2,0,1.0,1.0,0.17443617574011616,0.8,0,0,2,0
1886,listed_count,1,,,0.9771582084227294,0.9904701652739896,1,0,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,3,0
1922,statuses_count,0,,,0.9188349053998566,0.9945979414720099,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,3,0
746,listed_count,1,,,0.9521157625867203,0.9958247914696546,1,0,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,3,0
3099,statuses_count,1,,,0.9233386006200714,0.902102335671728,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,3,0
4124,friends_count,0,,,0.9484261507882511,0.9830559069834482,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,3,0
3846,verified,1,,,0.4153523578281736,0.582558021064244,1,0,1.0,1.0,0.17443617574011616,0.8,0,0,4,0
4020,verified,1,,,0.4153523578281736,0.5361755789602715,1,0,1.0,1.0,0.17443617574011616,0.8,0,0,4,0
2092,verified,1,,,0.4153523578281736,0.25788092633643434,2,0,1.0,1.0,0.17443617574011616,0.8,0,0,4,0
2073,verified,1,,,0.4153523578281736,0.16511604212848852,1,0,1.0,1.0,0.17443617574011616,0.8,0,0,4,0
3008,verified,1,,,0.4153523578281736,0.44341069475232564,2,1,1.0,1.0,0.17443617574011616,0.8,0,0,4,0
3135,description_length,0,,,0.4973711998991541,0.8138400420103067,1,0,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,5,0
1286,description_length,0,,,0.4973711998991541,0.6458333495224764,1,0,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,5,0
409,name_length,0,,,0.35117492058067845,0.0,1,0,0.05488506488971768,1.0,0.5154488871919416,1.0,0,0,5,0
642,statuses_count,0,,,0.6084904469543311,0.6077470844539226,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,5,0
1707,description_length,0,,,0.3770591141788199,0.45113067835543574,1,0,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,5,0
2027,protected,1,,,0.9931143290278304,1.0,1,0,0.0,1.0,0.4989531304430075,0.8,0,0,6,0
1292,protected,1,,,0.9931143290278304,1.0,1,0,0.0,1.0,0.4989531304430075,0.8,0,0,6,0
104,protected,1,,,0.9931143290278304,1.0,2,0,0.0,1.0,0.4989531304430075,0.8,0,0,6,0
756,protected,1,,,0.9931143290278304,1.0,1,0,0.0,1.0,0.4989531304430075,0.8,0,0,6,0
1644,protected,1,,,0.9931143290278304,1.0,1,0,0.0,1.0,0.4989531304430075,0.8,0,0,6,0
2177,description_length,0,,,0.34094457880164253,0.6622068831123922,2,1,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,7,0
3202,description_length,0,,,0.4973711998991541,0.44970689282587784,2,1,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,7,0
2518,description_length,0,,,0.4973711998991541,0.7529732106217071,2,1,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,7,0
4034,description_length,0,,,0.4973711998991541,0.5725083947502454,2,1,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,7,0
3572,description_length,0,,,0.4673454526217631,0.17242466094448006,2,1,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,7,0
1189,description_length,1,,,0.5876575383420974,0.6856993443500972,1,0,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,8,1
2477,description_length,1,,,0.7983256613756317,0.6415619929338028,1,0,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,8,0
849,name_length,1,,,0.5670039871813715,0.6466501420464652,1,0,0.05488506488971768,1.0,0.5154488871919416,1.0,0,0,8,1
2798,name_length,1,,,0.6236370130660294,0.6596171093108147,1,0,0.05488506488971768,1.0,0.5154488871919416,1.0,0,0,8,0
966,name_length,1,,,0.7288757871318914,0.6596171093108151,1,0,0.05488506488971768,1.0,0.5154488871919416,1.0,0,0,8,0
2246,friends_count,1,,,0.9487026977345987,0.988854659640523,4,1,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,9,1
953,followers_count,0,,,0.9133001415744926,0.4814456421510428,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,10,0
817,followers_count,0,,,0.8011743414009578,0.44493434769020046,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,10,0
551,listed_count,0,,,0.542923874361811,0.6043228720636604,1,0,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,10,0
2347,followers_count,0,,,0.20643537909084586,0.5546384043675932,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,10,0
631,followers_count,0,,,0.5012298616641295,0.7290313587241328,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,10,0
2246,verified,1,,,0.8099520068218187,1.0,4,1,1.0,1.0,0.17443617574011616,0.8,0,0,11,0
92,protected,1,,,0.9931143290278304,1.0,3,0,0.0,1.0,0.4989531304430075,0.8,0,0,12,0
3806,protected,1,,,0.9931143290278304,1.0,3,0,0.0,1.0,0.4989531304430075,0.8,0,0,12,0
3507,verified,1,,,0.8099520068218187,1.0,2,1,1.0,1.0,0.17443617574011616,0.8,0,0,13,0
2185,verified,1,,,0.8099520068218187,1.0,2,1,1.0,1.0,0.17443617574011616,0.8,0,0,13,0
431,verified,1,,,0.8099520068218187,1.0,2,1,1.0,1.0,0.17443617574011616,0.8,0,0,13,0
2667,verified,1,,,0.8099520068218187,1.0,2,1,1.0,1.0,0.17443617574011616,0.8,0,0,13,0
1296,verified,1,,,0.8099520068218187,1.0,2,1,1.0,1.0,0.17443617574011616,0.8,0,0,13,0
319,friends_count,0,,,0.9484261507882511,0.3601513623336333,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,14,0
