method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,n_components,bic,aic,converged,noise_count,silhouette
LabelSpreading,0.8729,0.9136,0.6687,0.7722,0.8669,0.8193,0.25,68,1031,6.19,gmm,15,-156689.08,-179193.78,True,0,0.3855
