row_idx,col_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,stat_change_magnitude,stat_relative_change,stat_change_direction,stat_original_magnitude,stat_new_magnitude,stat_original_log,stat_new_log,stat_feature_name_encoded,stat_original_value_encoded,stat_new_value_encoded,cluster,true_label
990,listed_count,1,,,0.9521157625867203,0.9999807513437411,1,0,0.5343905056730891,1.0,0.29763341977485813,1.0,0,0,2.0,0.6666666666666666,-1.0,2.0,0.0,1.0986122886681098,0.0,5.0,383.0,0.0,6,0
1053,followers_count,0,,,0.0,0.0,2,1,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,196294.0,0.0022554280868438744,-1.0,87031814.0,86835520.0,18.281784299425865,18.27952632403019,1.0,3119.0,3114.0,7,0
4662,followers_count,0,,,0.0,0.0,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,194792.0,0.0017329762366016107,-1.0,112403156.0,112208364.0,18.53760258221804,18.535868102641032,1.0,186.0,180.0,7,0
3663,description_length,1,,,0.9969556059501068,0.8070770607449067,3,1,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,56.0,0.4,-1.0,139.0,83.0,4.941642422609304,4.430816798843313,13.0,45.0,179.0,8,1
3242,name_length,1,,,0.5670039871813715,0.5558813711960158,1,0,0.05488506488971768,1.0,0.5154488871919416,1.0,0,0,3.0,0.3,-1.0,9.0,6.0,2.302585092994046,1.9459101490553132,15.0,49.0,46.0,8,0
4032,description_length,1,,,0.5816384491125679,0.6351549580507923,2,1,0.06787413775226048,1.0,0.4969483926610518,1.0,0,0,28.0,0.6511627906976745,-1.0,42.0,14.0,3.7612001156935624,2.70805020110221,13.0,134.0,46.0,8,1
3979,name_length,1,,,0.7828330537820646,0.7536276219773519,3,1,0.05488506488971768,1.0,0.5154488871919416,1.0,0,0,2.0,0.15384615384615385,-1.0,12.0,10.0,2.5649493574615367,2.3978952727983707,15.0,2.0,0.0,8,0
1556,name_length,1,,,0.8367903204322379,0.7050014947360397,1,0,0.05488506488971768,1.0,0.5154488871919416,1.0,0,0,1.0,0.07692307692307693,-1.0,12.0,11.0,2.5649493574615367,2.4849066497880004,15.0,2.0,1.0,8,0
424,protected,1,,,0.9931143290278304,1.0,1,0,0.0,1.0,0.4989531304430075,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,9,0
508,protected,1,,,0.9931143290278304,1.0,1,0,0.0,1.0,0.4989531304430075,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,9,0
