class_label,class_name,support_true,precision,recall,f1,TP,FP,FN
1,intentional,13291,0.7395820751298466,0.9213753667895569,0.8205300010050588,12246,4312,1045
-1,unintentional,14965,0.9106684903402291,0.7118610090210491,0.7990848741701984,10653,1045,4312
