algorithm,n_clusters,silhouette,runtime,params,n_variants,n_train_samples,n_test_samples,total_variants,total_samples,pct_train_variants,pct_train_samples,pct_test_samples,accuracy,f1_weighted,f1_intentional,f1_unintentional,n_noise,bic,aic,converged,probabilities
K-Means,15,0.6290425526964287,9.842179536819458,{'n_clusters': 15},404,649,62825,40465,63474,0.9983936735450388,1.0224658915461449,98.97753410845385,0.955208913649025,0.9552083117091291,0.9586735593021206,0.9511101845095382,,,,,
DBSCAN,352,0.8152174655341786,12.93441104888916,"{'eps': np.float64(0.062314819267076785), 'min_samples': 5}",404,843,62631,40465,63474,0.9983936735450388,1.3281028452594763,98.67189715474053,0.9397263336047644,0.9397387987071514,0.9445138531638128,0.9340346340014329,3809.0,,,,
Hierarchical-Ward,15,0.6194366027935801,42.23084473609924,"{'n_clusters': 15, 'linkage': 'ward'}",404,626,62848,40465,63474,0.9983936735450388,0.9862305826007498,99.01376941739926,0.954938900203666,0.9549921662761428,0.957721246864923,0.9517645455784167,,,,,
Hierarchical-Average,15,0.6795099260871027,64.20057392120361,"{'n_clusters': 15, 'linkage': 'average'}",404,630,62844,40465,63474,0.9983936735450388,0.9925323754608186,99.00746762453917,0.9540290242505252,0.9540864326636632,0.9568245333492744,0.9508464483198639,,,,,
GMM,15,0.45616445764640984,73.54618334770203,{'n_components': 15},404,640,62834,40465,63474,0.9983936735450388,1.0082868576109902,98.99171314238902,0.9570455485883439,0.9571039012108036,0.959554030360702,0.9542053379031847,,-3336638.8942926778,-3345152.396855106,True,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 1.00000000e+00]
 [0.00000000e+00 1.00000000e+00 1.95276938e-91 ... 2.11877951e-45
  0.00000000e+00 8.31906323e-14]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 5.74735363e-10
  0.00000000e+00 0.00000000e+00]
 ...
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 5.74735363e-10
  0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 9.99999905e-01 2.68056689e-55 ... 7.18820936e-28
  0.00000000e+00 9.47342310e-08]]"
HDBSCAN,967,0.89413816779826,9.198353290557861,"{'min_cluster_size': 5, 'min_samples': 5}",967,1835,61639,40465,63474,2.3897195106882494,2.8909474745565116,97.10905252544349,0.9703758983760281,0.9704000847231067,0.9726605779308279,0.9676745503469764,3101.0,,,,
