method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,n_clusters,linkage,noise_count,silhouette
LabelPropagation,0.8189,0.8646,0.5,0.6336,0.8026,0.7321,0.02,39,1060,3.55,hierarchical_average,15,average,0,0.2609
