column,n_changed,true_positives,false_negatives,accuracy,recall
friends_count,273,183,90,0.6703296703296703,0.6703296703296703
favourites_count,1,0,1,0.0,0.0
listed_count,121,79,42,0.6528925619834711,0.6528925619834711
has_created_date,8,3,5,0.375,0.375
description_length,712,65,647,0.09129213483146068,0.09129213483146068
screen_name_length,4,0,4,0.0,0.0
name_length,804,95,709,0.1181592039800995,0.1181592039800995
has_description,1,1,0,1.0,1.0
has_location,7,4,3,0.5714285714285714,0.5714285714285714
