class_label,class_name,support_true,precision,recall,f1,TP,FP,FN
1,intentional,13291,0.6066604322527016,0.8785644421036792,0.7177233473677741,11677,7571,1614
-1,unintentional,14965,0.8208259325044405,0.49408620113598395,0.6168606348809077,7394,1614,7571
