method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,min_cluster_size,min_samples,n_clusters,noise_count,silhouette
KNN_k7,0.9669,0.945,0.9552,0.9501,0.967,0.9639,0.51,415,11246,3.56,hdbscan,50,5,83,816,0.5962
