method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,min_cluster_size,min_samples,n_clusters,noise_count,silhouette
RandomForest,0.9787,0.974,0.9611,0.9675,0.9787,0.9743,0.51,415,11246,3.56,hdbscan,50,5,83,816,0.5962
