method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,min_cluster_size,min_samples,n_clusters,noise_count,silhouette
LabelPropagation,0.8582,0.923,0.6213,0.7427,0.8496,0.7979,0.51,415,11246,3.56,hdbscan,50,5,83,816,0.5962
