chunk_idx,chunk_time_sec,llm_time_sec
0,17.077478042803705,17.075153258629143
1,15.097917286679149,15.09631508635357
2,14.723983140196651,14.722477633971721
3,1.4134563598781824,1.4125291700474918
4,1.5675153508782387,1.566021401900798
5,2.9669704008847475,2.964265277143568
6,10.315984263084829,10.313678437843919
7,16.98398091783747,16.98149608494714
8,5.311220399104059,5.309710626024753
9,10.247256281320006,10.244751455727965
10,8.882957952097058,8.880423113703728
11,7.238759579136968,7.236290561966598
12,5.2255875170230865,5.223305526189506
13,4.901326243299991,4.898968977853656
14,14.297900666017085,14.295454967301339
15,20.485435971990228,20.4836846627295
16,2.787532834801823,2.7852416639216244
17,1.4359510196372867,1.4339741989970207
18,5.448763673193753,5.446951041929424
19,2.7615247000940144,2.7593732941895723
20,16.433059229981154,16.431338619906455
21,2.972648167051375,2.9703825879842043
22,1.672302400227636,1.6703758370131254
23,5.143888974096626,5.142287206836045
24,15.060452282894403,15.057977537158877
25,7.452725908719003,7.4511257549747825
26,5.592522069811821,5.590177783742547
27,1.4167565042153,1.4147454458288848
28,9.214878311846405,9.212518122047186
29,7.744194425176829,7.742635786067694
30,2.9664674713276327,2.9642786737531424
31,7.617293715942651,7.615695646964014
32,1.4332090020179749,1.4312625830061734
33,17.817709533963352,17.81602234998718
34,2.6779132010415196,2.675642841961235
35,19.897640428040177,19.895290869753808
36,1.4607486817985773,1.4596598991192877
37,10.043803729116917,10.041165612172335
38,2.971791282761842,2.9695147057063878
39,7.7196794846095145,7.717210648115724
40,17.60263840900734,17.60012005781755
41,17.957753488328308,17.955362449865788
42,7.411585912108421,7.409149648156017
43,15.123504005372524,15.120814532972872
44,16.498689561150968,16.496112387627363
45,10.598393914289773,10.596759115345776
46,15.111617953050882,15.10914746997878
47,15.062224047258496,15.060507166199386
48,18.579049732070416,18.57636368367821
49,1.4365762751549482,1.4346099877730012
50,16.073107088916004,16.070404949132353
51,6.8808615119196475,6.878409510012716
52,8.9458920462057,8.943454795982689
53,14.340868478175253,14.338330917991698
54,5.094236521050334,5.0919212978333235
55,11.8151839338243,11.812537020072341
56,1.4433721853420138,1.4413714376278222
57,4.960174477659166,4.957721336744726
58,13.071814954280853,13.069232918787748
59,7.192940449807793,7.190519058145583
60,8.327014056034386,8.324572894256562
61,1.4437873219139874,1.4417409389279783
62,19.39380077086389,19.39100222988054
63,5.197417791932821,5.195107480045408
64,10.598940656986088,10.596467639319599
65,5.266481093131006,5.264128536917269
66,7.626007788814604,7.623621312901378
67,19.087330489885062,19.08463772200048
68,8.04708977183327,8.044710007030517
69,11.240326984319836,11.237790652085096
70,10.387912064790726,10.38546439819038
71,12.481797154061496,12.479259903077036
72,1.4401204460300505,1.4381055729463696
73,11.201240667607635,11.198552118614316
74,19.7850673282519,19.782373069785535
75,2.8168875919654965,2.8146014008671045
76,12.956857314798981,12.954314335715026
77,12.957028515636921,12.954452596604824
78,9.185777561739087,9.183296267874539
79,7.022816795855761,7.020451806951314
80,12.807251357939094,12.805534847080708
81,7.713403678033501,7.711063377093524
82,15.93342960998416,15.930761825758964
83,2.9362179171293974,2.9338737106882036
84,13.902284807059914,13.899703184142709
85,17.50634880596772,17.503836187068373
86,5.381629218813032,5.380146743264049
87,1.4384101629257202,1.436417588032782
88,8.15578197594732,8.153262036852539
89,8.92070506606251,8.918252928182483
90,12.704939879942685,12.702529605012387
91,10.589844548143446,10.58730645198375
92,5.596429366618395,5.594094998203218
93,13.780577732715756,13.778893935028464
94,6.987746986094862,6.985354438889772
95,7.807633827906102,7.805239409208298
96,12.010890633799136,12.00834678998217
97,3.022823192179203,3.0205296953208745
98,4.868567896075547,4.866164373699576
99,6.796086076647043,6.793821985833347
100,7.932306460570544,7.929873934946954
101,4.732559529133141,4.730150769930333
102,4.815339218825102,4.812955946661532
103,5.41206683870405,5.409635975956917
104,9.047523337882012,9.044992975890636
105,2.671971394214779,2.669752479996532
106,7.007304184138775,7.005260503850877
107,9.273562988266349,9.271101450081915
108,2.5770381120964885,2.5747807710431516
109,9.533933808095753,9.531461874954402
110,1.6063999589532614,1.6043863161467016
111,5.4257178427651525,5.423288652673364
112,7.6705900602974,7.668186319991946
113,12.572391984984279,12.569746399763972
114,7.255803392268717,7.253454813733697
115,3.0250673787668347,3.023587429895997
116,22.218827574979514,22.21598951984197
117,5.230652075260878,5.228280934039503
118,1.4675062596797943,1.4654914657585323
119,4.624797713011503,4.622365179937333
120,7.678479122929275,7.676879983860999
121,7.198993522673845,7.1965180756524205
122,1.4435495077632368,1.441518439911306
123,12.402774715796113,12.400130964815617
124,2.974876821041107,2.9713101009838283
125,11.054824647959322,11.051531068980694
126,14.780667871236801,14.77900573797524
127,15.23816786101088,15.235821017995477
128,17.019049032125622,17.01703740376979
129,12.148266084026545,12.145748233888298
130,7.876061087939888,7.873817271087319
131,13.443742573726922,13.441272166091949
132,14.719581936951727,14.717054903041571
133,7.998930778820068,7.996683407109231
134,7.245150415692478,7.242855452001095
135,10.752682398073375,10.749979750718921
136,9.903776213061064,9.90130797913298
137,5.768784760031849,5.766496546100825
138,7.202867465093732,7.200507563073188
139,4.9067947110161185,4.904671865981072
140,13.453635049983859,13.45111236302182
141,2.913466189056635,2.9112599100917578
142,5.467121890746057,5.464937624055892
143,16.834501286037266,16.832805204670876
144,5.159078907687217,5.156866559758782
145,6.977607186418027,6.975308056920767
146,5.554065385833383,5.551829712931067
147,10.06023074220866,10.057985404971987
148,19.04675702098757,19.045090434141457
149,1.435217718128115,1.4333171476610005
150,20.934768789913505,20.93207000894472
151,10.160479226149619,10.158126787282526
152,1.4364424808882177,1.4345528688281775
153,4.961166424676776,4.959781761746854
154,11.270405925810337,11.268782054074109
155,18.150009708944708,18.14747575810179
156,13.918336344882846,13.915919328574091
157,10.4645617720671,10.462374601978809
158,5.256631678901613,5.255488770082593
159,12.740043798927218,12.737559843342751
160,9.255671984050423,9.253243329934776
161,1.4422744186595082,1.4403257882222533
162,1.443879575934261,1.4418288320302963
163,1.4371711811982095,1.435168158262968
164,1.4405271611176431,1.438541464973241
165,15.898826088756323,15.89716188563034
166,2.72284576902166,2.720725679770112
167,10.340448385104537,10.338129358366132
168,2.84230703022331,2.8401372670195997
169,5.7430574093014,5.7407790729776025
170,4.737214752938598,4.734986713156104
171,10.824010391253978,10.821638273540884
172,8.16199897415936,8.159815641585737
173,20.2101739468053,20.208432708866894
174,1.4544658176600933,1.452550038229674
175,7.213245464023203,7.210969892330468
176,7.210640705190599,7.208299014251679
177,19.983668216969818,19.981107536703348
178,11.932203168049455,11.929745863191783
179,9.12941641593352,9.127035476732999
180,1.461568458005786,1.4596656169742346
181,5.241184557788074,5.238885221071541
182,7.15539540303871,7.153062166180462
183,10.639873776119202,10.637493798043579
184,8.927737937308848,8.925328385084867
185,8.622752205934376,8.620371336117387
