fold,accuracy,precision,recall,f1,auc
1,0.9800747198007472,0.926056338028169,0.9598540145985401,0.942652329749104,0.9950790206264657
2,0.9781931464174455,0.9219858156028369,0.9523809523809523,0.9369369369369369,0.994059994059994
3,0.9757009345794393,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9895307395307396
4,0.983177570093458,0.9241379310344827,0.9816849816849816,0.9520426287744227,0.998014498014498
5,0.9819314641744549,0.9295774647887324,0.967032967032967,0.947935368043088,0.9966051216051216
