method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,n_clusters,noise_count,silhouette
RandomForest,0.9229,0.9379,0.8168,0.8732,0.9214,0.8954,0.07,75,1024,6.82,kmeans,15,0,0.62
