method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,eps,min_samples,n_clusters,noise_count,silhouette
RandomForest,0.9937,0.9924,0.988,0.9902,0.9937,0.9922,0.29,585,11076,5.02,dbscan,0.3399,5,117,987,0.6441
