method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,min_cluster_size,min_samples,n_clusters,noise_count,silhouette
RandomForest,0.9911,0.997,0.9759,0.9863,0.9911,0.9872,0.96,450,11211,3.86,hdbscan,50,5,90,1005,0.617
