fold,accuracy,precision,recall,f1,auc
1,0.9473684210526315,0.9620253164556962,0.9047619047619048,0.9325153374233128,0.9728095238095239
2,0.9473684210526315,0.9397590361445783,0.9285714285714286,0.9341317365269461,0.9820952380952381
3,0.9665071770334929,0.9873417721518988,0.9285714285714286,0.9570552147239264,0.9846190476190476
4,0.9326923076923077,0.9367088607594937,0.891566265060241,0.9135802469135802,0.9690602409638553
5,0.9567307692307693,0.9746835443037974,0.9166666666666666,0.9447852760736196,0.9648137480798771
