class_label,class_name,support_true,precision,recall,f1,TP,FP,FN
1,intentional,13291,0.6804416572868093,0.9551576254608382,0.7947289345185927,12695,5962,596
-1,unintentional,14965,0.9379101989790604,0.6016037420648179,0.7330239374694675,9003,596,5962
